emp_no,salary
58384,40000
58454,44411
58497,90613
58497,90613
58601,67956
58819,71147
58990,47785
59195,50132
59329,40000
59640,45566
59661,49077
59661,49077
59869,56247
59869,56247
59966,40000
60000,60002
60000,60002
60091,46436
60091,46436
60238,73612
60238,73612
60559,41261
60559,41261
60821,44481
60821,44481
60845,71431
60875,41164
60875,41164
60959,62352
60959,62352
60959,62352
60959,62352
61147,64737
61253,40000
61253,40000
61253,40000
61253,40000
61377,40000
61377,40000
61377,40000
61377,40000
61541,49649
61541,49649
61680,53505
61873,40000
61873,40000
61983,66992
62033,69343
62033,69343
62046,54073
62046,54073
62167,40000
62245,40000
62384,40000
63294,40000
63294,40000
63419,40000
63441,40000
63444,65631
63444,65631
63566,40000
63631,40000
63631,40000
63706,46185
64023,45861
64209,40000
64431,42352
64487,42874
64487,42874
64532,76024
64532,76024
64632,74384
64790,59783
64790,59783
64828,61091
64984,40000
64984,40000
64984,40000
64984,40000
65013,54474
65013,54474
65171,71349
65539,60784
65539,60784
65883,93721
65883,93721
65998,85937
65998,85937
66382,55428
66530,40000
66643,41133
66702,52161
66702,52161
66757,46812
66807,50982
66807,50982
67320,89952
67548,40000
67934,54347
67934,54347
68022,40000
68168,46332
68168,46332
68263,66081
68416,54132
68608,47652
68608,47652
68633,60777
68648,55150
69052,42091
69219,75769
69219,75769
69867,82080
69867,82080
69878,46063
69936,50124
69936,50124
70469,49746
70469,49746
70780,40000
70990,56701
71066,78430
71066,78430
71141,40000
71141,40000
71188,64557
71188,64557
71243,51345
71243,51345
71334,40000
71334,40000
71334,40000
71334,40000
71685,40000
71710,43204
71745,40000
71745,40000
72190,43105
72194,70267
72232,61027
72232,61027
72640,40000
72640,40000
72918,73810
72918,73810
73076,44141
73233,43651
73516,40000
73516,40000
73743,40000
73743,40000
73794,41110
73903,40000
74200,40000
74237,48639
74237,48639
74344,40000
74598,57664
74668,56031
74800,40000
74800,40000
74800,40000
75113,40000
75113,40000
75354,40000
75354,40000
75420,41464
75703,40000
75703,40000
75760,44458
75888,46178
76178,62261
76189,47490
76189,47490
76201,45799
76417,40000
76598,69066
76640,40000
76640,40000
76847,40000
77030,47503
77157,40000
77303,48808
77303,48808
77647,42981
77815,46164
77815,46164
78086,49364
78106,73059
78106,73059
78171,41496
78363,40030
78469,40000
78871,63067
79043,62200
79171,44193
79190,72794
79239,40000
79310,43707
79606,50381
79640,48730
79722,64573
79763,80428
79763,80428
79895,51534
80067,40000
80067,40000
80203,41466
80432,56584
80432,56584
80656,40000
80731,54475
80731,54475
80745,57469
80850,55815
80850,55815
80889,60339
80948,40000
80948,40000
81105,51686
81105,51686
81162,40000
81162,40000
81162,40000
81162,40000
81545,40000
81545,40000
81619,52936
81619,52936
81644,96620
81995,41280
81995,41280
82069,40000
82069,40000
82098,65236
82098,65236
82351,40000
82511,40000
82919,40000
82919,40000
82928,60112
82928,60112
83280,53451
83289,40000
83289,40000
83509,40000
83509,40000
83544,64345
83544,64345
83714,43736
83714,43736
83714,43736
83714,43736
83805,81354
83922,43228
83922,43228
83941,40000
83941,40000
84029,40000
84163,55022
84179,40000
84236,79481
84236,79481
84256,46835
84315,40000
84451,52930
84494,46378
84508,40000
84840,40000
84922,40000
84942,40000
85216,50873
85288,59922
85288,59922
85288,59922
85288,59922
85414,46065
85445,64616
85702,46279
85874,45034
86213,58095
86213,58095
86213,58095
86213,58095
86324,40000
86324,40000
86324,40000
86324,40000
86354,66984
86422,40000
86422,40000
86546,40000
86546,40000
86655,42987
86672,40000
87129,63824
87353,54168
87458,40000
87714,40000
87714,40000
87729,40000
87729,40000
87783,61557
88103,81862
88357,40000
88411,40000
88422,67886
88647,47900
88958,68392
88958,68392
88965,45594
89048,60750
89048,60750
89090,47091
89090,47091
89161,40000
89161,40000
89207,40000
89207,40000
89346,45781
89487,40000
89590,67868
89590,67868
89664,59064
89680,40000
89680,40000
89806,40000
89806,40000
89922,62911
89922,62911
89941,55028
90077,45948
90077,45948
90084,45685
90084,45685
90116,69213
90211,40000
90292,40491
90292,40491
90366,40000
90518,42375
90518,42375
90614,44589
90614,44589
90692,40000
90692,40000
91172,40000
91172,40000
91182,44702
91182,44702
91229,40000
91229,40000
91256,81518
91308,51770
91308,51770
91333,54313
91415,50426
91415,50426
91462,40000
91648,84094
91648,84094
91934,46503
91973,50475
92438,54543
92438,54543
92438,54543
92438,54543
92443,40000
92454,40000
92454,40000
92577,40000
92598,56144
92685,55634
92841,78441
92846,44033
92846,44033
92920,40000
92920,40000
93040,56125
93220,47553
93278,49314
93278,49314
93549,81468
93549,81468
93549,81468
93549,81468
93600,40000
93794,40245
93794,40245
94045,49858
94131,45782
94331,40000
94416,61048
94416,61048
94442,69280
94690,62057
94761,48772
94761,48772
94787,41967
94944,57985
94944,57985
95181,66810
95286,40000
95286,40000
95314,69833
95314,69833
95406,40000
95416,51499
95509,40000
95692,40000
95692,40000
95920,61744
95920,61744
96100,49351
96571,47390
96579,50866
96767,68591
96767,68591
97018,44400
97018,44400
97092,63199
97092,63199
97623,45153
97623,45153
97661,46725
97661,46725
97697,40000
97697,40000
97697,40000
97697,40000
98288,43445
98288,43445
98306,58503
98306,58503
98514,79331
98639,40000
99057,40000
99373,40000
99373,40000
99377,51127
99590,86023
99654,58667
99654,58667
100865,84451
100865,84451
100877,47459
100916,58123
100916,58123
101063,56046
101487,60348
101487,60348
101647,69247
101647,69247
101902,58037
101902,58037
102620,45060
102620,45060
103166,40000
103166,40000
103172,40000
103172,40000
103172,40000
103172,40000
103196,40000
103196,40000
103310,66244
103310,66244
103316,45189
103316,45189
103342,40000
103756,40000
103756,40000
104133,92751
104133,92751
104845,54489
104845,54489
104962,81539
104988,71970
104988,71970
105191,62196
105342,61529
105356,43737
105356,43737
105356,43737
105356,43737
105432,55985
105432,55985
105520,71995
105589,41784
105731,48369
105731,48369
105936,53234
106096,40000
106096,40000
106242,40000
106242,40000
106514,52638
106695,52364
106695,52364
106695,52364
106695,52364
106710,60537
106710,60537
106958,62767
106958,62767
107486,40000
107737,70367
107792,80432
107792,80432
107828,78757
107828,78757
108091,56381
108091,56381
108198,42904
108198,42904
108316,40000
108988,60335
108988,60335
109062,45396
109211,40000
109211,40000
109211,40000
109211,40000
109252,40000
109278,57911
109278,57911
109547,40000
109547,40000
109552,49886
109552,49886
109553,69019
109598,59483
109611,97721
109620,68293
109620,68293
109652,60319
109652,60319
109703,46705
109741,40000
109953,56632
109953,56632
200052,40000
200176,90882
200176,90882
200267,40000
200267,40000
200312,40000
200312,40000
200363,54013
200363,54013
200735,65769
200735,65769
200789,65044
200789,65044
201180,64988
201229,49086
201708,40000
201708,40000
201709,78121
201709,78121
201739,57310
201801,50795
201801,50795
201915,62133
201915,62133
202031,46606
202291,63773
202403,40000
202414,50945
202552,40000
202552,40000
202581,66361
202826,40000
202826,40000
202882,40000
202950,40000
203474,71401
203474,71401
203495,40000
203599,41382
203697,40429
203720,72078
203946,56594
203946,56594
204117,80942
204117,80942
204133,56752
204246,40000
204246,40000
204425,40000
204470,55499
204470,55499
204470,55499
204470,55499
204471,40000
204471,40000
204764,47854
204764,47854
205018,55086
205085,43219
205174,55525
205362,74150
205500,40000
205627,40000
205627,40000
205660,40000
205660,40000
205699,55096
205699,55096
205789,49886
205863,48877
205863,48877
206372,64246
206372,64246
206748,62756
206836,48691
206836,48691
206865,48138
206865,48138
206966,61861
206966,61861
207021,46523
207068,63190
207204,40000
207204,40000
207401,47070
207401,47070
207551,40000
207779,48113
207980,40000
207980,40000
208147,57788
208147,57788
208330,80127
208330,80127
208639,64461
208639,64461
208639,64461
208639,64461
208653,54926
208653,54926
208784,40000
209101,50790
209443,54723
209456,53137
209456,53137
209565,40000
209565,40000
209681,40000
209681,40000
209712,65975
209712,65975
209945,82313
210017,40000
210017,40000
210292,42520
210449,47376
210529,96947
210610,57580
210610,57580
210752,47970
210752,47970
210786,52846
211569,40000
211569,40000
211569,40000
211569,40000
211858,43498
211858,43498
211879,40000
211879,40000
211967,40704
211967,40704
212074,40000
212093,40000
212093,40000
212131,71331
212154,41645
212154,41645
212361,40000
212361,40000
212703,61566
212810,56986
212810,56986
213016,40596
213016,40596
213140,72365
213384,41608
213384,41608
213447,57808
213447,57808
214184,47630
214215,90603
214391,46462
214391,46462
214427,62160
214539,64488
214634,48826
214634,48826
214789,40000
214789,40000
214807,60446
214807,60446
214866,40000
214866,40000
214995,40000
215419,40000
215629,40000
215629,40000
215746,79967
215843,47164
215843,47164
216054,40000
216054,40000
216062,40000
216062,40000
216246,43647
216342,40000
216342,40000
216375,59674
216502,63256
216573,41448
216573,41448
216921,51601
216921,51601
217026,51335
217026,51335
217080,40000
217272,56909
217272,56909
217286,40000
217320,40000
217363,74333
217387,40000
217387,40000
217551,41730
217551,41730
217800,52924
218022,46593
218100,40000
218100,40000
218299,56167
218299,56167
218829,72760
218831,99378
219035,40000
219047,40000
219047,40000
219052,62703
219417,47152
219497,40929
219967,47439
220029,43792
220131,48012
220131,48012
220418,73906
220528,42934
220582,54228
220582,54228
220611,40000
220611,40000
220625,40000
220699,40000
220799,51087
220799,51087
221126,40000
221126,40000
221367,42249
221369,52230
221435,68650
221435,68650
221699,61271
221973,59010
221973,59010
222206,40000
222206,40000
222311,53877
222319,40000
222354,40000
222354,40000
222616,40000
222701,77941
222770,49344
222878,42172
222878,42172
222878,42172
222878,42172
222926,40000
222952,51100
222952,51100
222998,51391
222998,51391
222998,51391
222998,51391
223593,56912
223595,44999
224135,43178
224335,54702
224335,54702
224390,40000
224934,40000
224934,40000
225438,78303
225438,78303
225601,40000
225601,40000
225788,40000
225867,40000
225964,52478
225964,52478
226216,40000
226227,55409
226227,55409
227354,49256
227354,49256
227476,73795
227476,73795
227681,45519
227899,61605
227901,40000
227901,40000
228098,40000
228098,40000
228248,54431
228248,54431
228554,71741
228575,40000
228766,86747
228766,86747
228766,86747
228766,86747
229098,41874
229207,40000
229220,40000
229220,40000
229248,40000
229352,60798
229364,65238
229386,60980
229386,60980
229391,50035
229391,50035
229404,55086
229547,61762
229547,61762
229690,60001
229690,60001
229727,43638
229981,56315
229981,56315
230002,84438
230002,84438
230126,40000
230126,40000
230287,40000
230354,40000
230354,40000
230498,40000
230498,40000
230579,60150
230579,60150
230689,45823
230821,74116
230865,61136
230865,61136
231043,52368
231069,88709
231459,55246
231671,40000
231798,46062
231798,46062
232178,40000
232178,40000
232209,46339
232209,46339
232458,69324
232496,52917
232697,40000
232697,40000
232723,40000
232723,40000
233114,78365
233247,40000
233247,40000
233394,40000
233397,63272
233397,63272
233426,40990
233426,40990
233533,40000
233533,40000
233690,47246
233759,40000
233759,40000
233765,47195
233765,47195
233785,88012
233785,88012
233818,40000
233818,40000
234195,50836
234195,50836
234278,47879
234739,40000
235017,66452
235017,66452
235096,75886
235096,75886
235096,75886
235096,75886
235269,40000
235325,40000
235325,40000
235368,40000
235458,46139
235458,46139
235546,77656
235729,52272
235729,52272
235780,40000
235793,61027
235793,61027
236315,40000
236559,40247
236566,40000
236566,40000
236591,63990
236591,63990
236827,40000
236827,40000
236883,72410
236964,85659
236964,85659
237289,83375
237400,49391
237590,40000
238112,40000
238252,48008
238422,40000
238422,40000
238949,55007
239067,90988
239244,58738
239244,58738
239415,48404
239415,48404
239426,40000
239426,40000
239581,86683
239664,40000
239664,40000
239706,58498
239748,69092
239748,69092
239803,40000
239803,40000
240011,51685
240132,56439
240132,56439
240236,40000
240236,40000
240253,40000
240285,45885
240340,40000
240340,40000
240438,62140
240438,62140
240870,40000
240870,40000
240870,40000
240870,40000
241100,40000
241100,40000
241254,40000
241292,42997
241292,42997
241292,42997
241292,42997
241567,40000
241567,40000
241667,56580
241667,56580
241728,52540
241728,52540
241872,40000
241872,40000
241872,40000
241872,40000
241917,56900
241952,61869
242019,50527
242019,50527
242081,50182
242081,50182
242104,57772
242104,57772
242237,80038
242314,45492
242500,76979
242500,76979
242611,70053
242800,46401
242867,40133
243018,62716
243077,54935
243576,60593
243576,60593
243637,60619
243637,60619
243898,58876
244308,51276
244308,51276
244605,40000
244605,40000
244605,40000
244605,40000
244624,40000
244624,40000
244711,56130
244711,56130
244714,50839
244820,54013
244820,54013
244873,82148
244873,82148
245164,57847
245164,57847
245396,40000
245396,40000
245664,68558
246146,57332
246146,57332
246244,53305
246364,72695
246764,71627
246798,96152
246798,96152
246798,96152
246798,96152
246902,40000
247089,66089
247089,66089
247122,40000
247122,40000
247447,45800
247447,45800
247456,61394
247612,40000
247875,77461
247888,40000
247888,40000
248094,67350
248256,68786
248351,55386
248758,79398
248758,79398
248758,79398
248758,79398
248953,47201
249239,40000
249325,82809
249433,50915
249433,50915
249451,80722
249504,40000
249504,40000
249504,40000
249504,40000
249780,56733
249780,56733
249780,56733
249780,56733
249780,56733
249780,56733
249799,41338
249799,41338
249866,49410
249866,49410
249969,73578
249969,73578
250411,54722
250411,54722
250452,55615
250748,40000
250748,40000
251166,74699
251166,74699
251233,47919
251233,47919
251301,51640
251341,40000
251341,40000
251403,40000
251437,40000
251437,40000
251645,54614
251645,54614
251680,54883
251814,42555
252185,44552
252185,44552
252241,40000
252316,46232
252316,46232
252318,40000
252392,40000
252392,40000
252592,51711
253029,40000
253707,57777
253838,40000
253893,44376
254044,40000
254044,40000
254399,58503
254591,75535
254787,45164
254821,58821
254916,44158
254916,44158
255466,53964
255657,40000
255657,40000
255779,40000
256078,78310
256216,40000
256837,40000
256856,40000
256856,40000
256881,45924
256881,45924
256888,50006
257062,53285
257062,53285
257378,45349
257378,45349
257469,53367
257469,53367
257484,40000
257484,40000
257624,40000
257624,40000
257799,40000
257799,40000
258028,55108
258028,55108
258124,84665
258363,40000
258376,54809
258470,98002
258643,47581
258643,47581
259042,67056
259237,40000
259237,40000
259273,52325
259611,57203
259619,41263
259718,57915
259718,57915
259718,57915
259718,57915
260083,40000
260153,71781
260249,49234
260361,40000
260361,40000
260399,63485
260399,63485
260408,40000
260408,40000
260501,59070
260545,50079
261184,51696
261631,48817
261662,64577
261737,40000
261737,40000
261986,50346
261990,55592
261990,55592
262154,40000
262154,40000
262208,82779
262208,82779
262210,50052
262210,50052
262210,50052
262328,63741
262439,78223
262439,78223
262440,45056
262548,40030
262636,62056
262636,62056
262741,48364
262741,48364
262752,63602
262861,82077
262861,82077
262928,40000
262928,40000
262928,40000
262928,40000
263012,40755
263186,40000
263325,65564
263325,65564
263370,76883
263439,40000
263645,62104
263649,67578
263721,57417
263926,43694
263926,43694
264001,49620
264030,40000
264030,40000
264167,59581
264322,58053
264322,58053
264626,40000
264626,40000
264715,87151
264939,40000
264939,40000
264939,40000
264939,40000
265039,71928
265039,71928
265521,52088
265521,52088
265558,79792
265558,79792
265794,83098
265794,83098
265875,44708
265875,44708
266206,63169
266206,63169
266249,65301
266310,40000
266310,40000
266644,40000
266644,40000
266689,41983
266862,40000
266881,40000
266881,40000
266881,40000
266881,40000
266981,46155
266981,46155
267059,51878
267059,51878
267227,40000
267227,40000
267304,61938
267504,77438
267667,75381
267667,75381
267745,62350
267745,62350
268043,40000
268191,53601
268191,53601
268890,72147
269186,70562
269568,47093
269728,71296
269728,71296
270084,40000
270084,40000
270716,104010
270792,40000
270792,40000
270794,73566
270821,61289
270821,61289
271106,57783
271118,40000
271118,40000
271118,40000
271219,40000
271975,62250
272141,40000
272141,40000
272141,40000
272141,40000
272285,40000
272285,40000
272316,46031
272452,60967
272452,60967
272599,42096
272599,42096
272860,40000
273159,40000
273274,58610
273286,43159
273286,43159
273396,60301
273806,81637
273806,81637
273806,81637
273806,81637
273858,66820
273858,66820
274071,40000
274271,55623
274271,55623
274369,44399
274813,66431
274813,66431
275158,93286
275263,64702
275263,64702
275444,55338
275444,55338
275495,41626
275801,70395
275881,40000
275994,40000
275994,40000
276027,40000
276027,40000
276184,77922
276186,40000
276186,40000
276189,47945
276189,47945
276445,63137
276445,63137
276472,49162
276472,49162
276563,40000
276868,61613
276922,55626
276922,55626
277316,86493
277316,86493
277362,40000
277420,40000
277420,40000
277777,40000
277829,40000
277926,81094
278239,40000
278386,42957
278452,40000
278452,40000
278484,40000
278536,70597
278536,70597
278549,89009
278549,89009
278883,42971
278953,40000
279115,55885
279280,40000
279280,40000
279384,40000
279791,40000
279791,40000
280029,60018
280070,43684
280070,43684
280291,41617
280411,79083
280420,80385
280420,80385
280525,100167
280648,61217
280648,61217
280836,59611
281180,41593
281570,50023
281692,45215
281834,46522
281848,40000
281848,40000
281859,56239
281859,56239
282000,58482
282000,58482
282000,58482
282191,41448
282333,40000
282333,40000
282343,77230
282343,77230
282547,40754
282585,43246
282699,50975
282699,50975
282862,67073
282894,53242
282894,53242
283041,40000
283138,40000
283168,61811
283168,61811
284045,57634
284300,90644
284300,90644
284431,65037
284431,65037
284561,50960
284687,40000
284687,40000
284691,40000
284691,40000
284711,57721
284717,40000
284717,40000
284856,40000
284856,40000
284954,40000
285149,43781
285164,91283
285318,43328
285318,43328
285396,66793
285396,66793
285905,51667
285906,49297
286026,65537
286026,65537
286029,41827
286370,45618
286370,45618
286452,43036
286573,40000
286573,40000
286573,40000
286573,40000
286779,54400
286986,55706
287323,73295
287327,58866
287327,58866
287334,47441
287436,40301
287482,63479
287482,63479
287583,47726
287583,47726
287609,48605
287609,48605
287609,48605
287713,46369
287808,51801
287822,55732
287822,55732
287983,83519
287984,45001
287984,45001
288028,50537
288028,50537
288134,40000
288142,67640
288142,67640
288166,66034
288560,64818
288560,64818
288563,40000
288563,40000
288606,93892
288606,93892
288665,48607
288848,66178
288893,40000
288893,40000
289122,40000
289454,52363
289687,45390
289687,45390
289807,40000
289807,40000
289909,73997
289909,73997
290009,40000
290009,40000
290010,105995
290075,49861
290075,49861
290284,52459
290441,91982
290441,91982
290467,47812
290467,47812
290478,54683
290478,54683
290563,40000
290769,44580
291349,41067
291352,55697
291352,55697
291368,81878
291612,40000
291669,59691
291755,40649
291819,40000
291819,40000
292110,53348
292110,53348
292146,40000
292146,40000
292210,57954
292210,57954
292374,45955
292374,45955
292404,44910
292504,40000
292504,40000
292515,40000
292515,40000
292828,40000
292828,40000
292901,61596
292901,61596
293080,59821
293154,47147
293154,47147
293280,40000
293280,40000
293329,60254
293329,60254
293746,40000
293746,40000
293752,60081
293752,60081
294144,74140
294144,74140
294241,74077
294241,74077
294446,57740
294461,44245
294527,62362
294652,40000
294652,40000
294652,40000
294652,40000
294791,62854
294857,76899
294857,76899
294996,85555
295030,40000
295236,40000
295236,40000
295254,40000
295254,40000
295255,42789
295262,40000
295268,62556
295268,62556
295278,51829
295278,51829
295278,51829
295411,53572
295476,54776
295857,44461
295857,44461
296062,55272
296303,55209
296428,62557
296428,62557
296610,40000
296621,40000
296664,40000
296687,40000
296687,40000
296718,40000
296962,40000
297008,71265
297232,56647
297243,40000
297431,58600
297474,44241
297804,57501
297905,40000
297954,40000
298339,40000
298339,40000
298479,94749
298577,75632
298577,75632
298953,56226
299346,40000
299580,49708
299718,40000
299718,40000
299737,75091
299737,75091
400046,40000
400046,40000
400344,47625
400358,65485
400358,65485
400683,65023
400780,40000
400796,40000
401154,40000
401154,40000
401278,62122
401278,62122
401333,40000
401333,40000
401364,82014
401420,40000
401574,52475
402025,50425
402025,50425
402102,40000
402223,73729
402664,43122
402718,58377
402718,58377
402827,53483
402827,53483
402827,53483
402827,53483
403010,59167
403237,44003
403237,44003
403455,40063
403455,40063
403621,52532
403621,52532
403644,40000
403644,40000
403954,40000
403954,40000
404018,55622
404236,43423
404236,43423
404462,40194
404462,40194
404573,40000
404755,55120
404755,55120
404788,50754
404879,40000
405015,72535
405015,72535
405063,67423
405063,67423
405372,40000
405372,40000
406125,40000
406239,40000
406239,40000
406249,59211
406299,57332
406537,40000
406564,42716
406714,40000
406714,40000
406847,65556
407522,53708
407837,47359
407837,47359
407837,47359
407837,47359
408019,46019
408019,46019
408019,46019
408114,75323
408163,67566
408163,67566
408417,50677
408417,50677
408435,89802
408437,59806
408437,59806
408447,65539
408447,65539
408447,65539
408447,65539
408654,47427
408654,47427
408953,40000
409112,56245
409112,56245
409391,40675
409712,49437
409712,49437
409798,55643
409805,60575
409898,60860
409898,60860
410028,40000
410028,40000
410372,40608
410372,40608
410433,49038
410592,61978
410616,40000
410616,40000
410703,88799
410804,49617
410804,49617
410881,40000
410881,40000
411070,41389
411070,41389
411082,40987
411082,40987
411143,87814
411727,86189
411906,51122
412315,63072
412404,75569
412757,40000
413098,45619
413098,45619
413205,82766
413554,65793
413666,62764
413666,62764
413729,40000
413831,40444
413831,40444
413832,40000
414027,40000
414027,40000
414027,40000
414027,40000
414091,40000
414461,52506
414543,68487
414551,41620
414551,41620
414662,52170
414662,52170
414714,47105
414808,40000
414808,40000
414814,43223
414814,43223
414897,69580
414897,69580
414922,59975
414922,59975
415187,57432
415234,52502
415338,40000
415363,56789
415363,56789
415363,56789
415363,56789
415563,51477
415563,51477
416074,40000
416074,40000
416383,57970
416383,57970
416420,57583
416455,44583
416492,40000
416660,40000
416660,40000
416660,40000
416720,50877
416720,50877
416877,82181
416877,82181
416892,55754
417128,40000
417435,88979
418239,65620
418239,65620
418247,58604
418247,58604
418247,58604
418247,58604
418298,40000
418298,40000
418309,47095
418309,47095
418380,41525
418566,62954
418606,41390
418689,61930
418717,67967
418717,67967
418860,51181
418860,51181
419099,96271
419388,53853
419388,53853
419953,60803
419953,60803
420086,48457
420086,48457
420476,40000
420476,40000
420557,82355
420557,82355
420599,40000
420599,40000
420681,47291
420694,40000
420694,40000
420732,59288
420732,59288
420759,55608
420765,78825
420765,78825
420877,48689
420877,48689
420921,69690
421022,67327
421033,87795
421033,87795
421039,50978
421074,72554
421074,72554
421312,40000
421384,40000
421384,40000
421755,49914
421755,49914
421755,49914
422146,40000
422146,40000
422263,40000
422450,40000
422783,40000
423038,60743
423204,64505
423204,64505
423208,58830
423214,67902
423214,67902
423327,79684
423327,79684
423350,45927
423350,45927
423516,52784
423516,52784
423633,51147
423993,40000
424569,67193
424584,49152
424584,49152
424685,44053
424714,40000
424797,99526
424797,99526
424805,81079
424805,81079
424845,51843
424845,51843
424930,48452
424930,48452
424984,40000
425437,43287
425535,80858
425535,80858
